Specialty	Class	Year	No. of Programs	Positions Offered	Unfilled Programs	U.S. Senior Applicants	Total Applicants	U.S. Senior Matches	Total Matches	U.S. Senior % Filled	Total % Filled	U.S. Senior Ranked Positions	Total Ranked Positions	U.S. Senior Match Rate %	Total Match Rate %	U.S. Senior Average Ranked Programs	Total Average Ranked Programs	Change in No. of Programs	Change in Positions Offered	Change in Unfilled Programs	Change in U.S. Senior Applicants	Change in Total Applicants	Change in U.S. Senior Matches	Change in Total Matches	Change in U.S. Senior % Filled	Change in Total % Filled	Change in U.S. Senior Ranked Positions	Change in Total Ranked Positions	Change in U.S. Senior Match Rate %	Change in Total Match Rate %	Change in U.S. Senior Average Ranked Programs	Change in Total Average Ranked Programs	% Change in No. of Programs	% Change in Positions Offered	% Change in Unfilled Programs	% Change in U.S. Senior Applicants	% Change in Total Applicants	% Change in U.S. Senior Matches	% Change in Total Matches	% Change in U.S. Senior % Filled	% Change in Total % Filled	% Change in U.S. Senior Ranked Positions	% Change in Total Ranked Positions	% Change in U.S. Senior Match Rate %	% Change in Total Match Rate %	% Change in U.S. Senior Average Ranked Programs	% Change in Total Average Ranked Programs	PGY1	PGY2	Total	Predominance	Margin	% Predominance	Exclusivity	Category
Plastic Surgery (Integrated)	PGY1	2021	85	187	0	239	329	167	187	89.3	100	2719	3047	69.9	56.8	11.4	9.3	1	7	0	3	38	2	7	-2.4000000000000057	0	-75	57	0	-5.100000000000001	-0.40000000000000036	-1	1.2	3.9	NA	1.3	13.1	1.2	3.9	-2.6	0	-2.7	1.9	0	-8.2	-3.4	-9.7	187	0	187	PGY1	187	100	Exclusive	PGY1 Exclusive
Plastic Surgery (Integrated)	PGY1	2022	86	194	0	281	351	173	194	89.2	100	2924	3137	61.6	55.3	10.4	8.9	1	7	0	42	22	6	7	-0.09999999999999432	0	205	90	-8.300000000000004	-1.5	-1	-0.40000000000000036	1.2	3.7	NA	17.6	6.7	3.6	3.7	-0.1	0	7.5	3	-11.9	-2.6	-8.8	-4.3	194	0	194	PGY1	194	100	Exclusive	PGY1 Exclusive
Preventive Medicine	PGY1	2012	4	4	2	2	16	1	2	25	50	2	18	50	12.5	1	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	5	PGY1	3	80	Predominant	PGY1 Predominant
Preventive Medicine	PGY1	2013	1	2	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	-3	-2	-1	-2	-16	-1	-2	-25	-50	-2	-18	NA	NA	NA	NA	-75	-50	-50	-100	-100	-100	-100	-100	-100	-100	-100	NA	NA	NA	NA	2	3	5	PGY2	1	60	Mixed	PGY2 Mixed
Preventive Medicine	PGY1	2016	1	1	0	1	28	0	1	0	100	1	28	0	3.6	1	1	0	-1	-1	1	28	0	1	0	100	1	28	NA	NA	NA	NA	0	-50	-100	Inf	Inf	NA	Inf	NA	Inf	Inf	Inf	NA	NA	NA	NA	1	2	3	PGY2	1	66.7	Mixed	PGY2 Mixed
Preventive Medicine	PGY1	2017	1	1	0	0	22	0	1	0	100	0	22	NA	4.5	NA	1	0	0	0	-1	-6	0	0	0	0	-1	-6	NA	0.8999999999999999	NA	0	0	0	NA	-100	-21.4	NA	0	NA	0	-100	-21.4	NA	25	NA	0	1	0	1	PGY1	1	100	Exclusive	PGY1 Exclusive
Preventive Medicine	PGY1	2018	1	1	0	1	13	0	1	0	100	1	13	0	7.7	1	1	0	0	0	1	-9	0	0	0	0	1	-9	NA	3.2	NA	0	0	0	NA	Inf	-40.9	NA	0	NA	0	Inf	-40.9	NA	71.1	NA	0	1	0	1	PGY1	1	100	Exclusive	PGY1 Exclusive
Preventive Medicine	PGY1	2019	1	1	0	0	20	0	1	0	100	0	20	NA	5	NA	1	0	0	0	-1	7	0	0	0	0	-1	7	NA	-2.7	NA	0	0	0	NA	-100	53.8	NA	0	NA	0	-100	53.8	NA	-35.1	NA	0	1	0	1	PGY1	1	100	Exclusive	PGY1 Exclusive
Preventive Medicine	PGY1	2020	1	1	0	2	17	0	1	0	100	2	17	0	5.9	1	1	0	0	0	2	-3	0	0	0	0	2	-3	NA	0.9000000000000004	NA	0	0	0	NA	Inf	-15	NA	0	NA	0	Inf	-15	NA	18	NA	0	1	0	1	PGY1	1	100	Exclusive	PGY1 Exclusive
Preventive Medicine	PGY2	2012	1	1	1	0	5	0	0	0	0	0	5	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	5	PGY1	3	80	Predominant	PGY1 Predominant
Preventive Medicine	PGY2	2013	2	3	2	0	7	0	1	0	33.3	0	7	NA	14.3	NA	1	1	2	1	0	2	0	1	0	33.3	0	2	NA	14.3	NA	0	100	200	100	NA	40	NA	Inf	NA	Inf	NA	40	NA	Inf	NA	0	2	3	5	PGY2	1	60	Mixed	PGY2 Mixed
Preventive Medicine	PGY2	2014	1	2	1	0	2	0	0	0	0	0	2	NA	0	NA	1	-1	-1	-1	0	-5	0	-1	0	-33.3	0	-5	NA	-14.3	NA	0	-50	-33.3	-50	NA	-71.4	NA	-100	NA	-100	NA	-71.4	NA	-100	NA	0	0	2	2	PGY2	2	100	Exclusive	PGY2 Exclusive
Preventive Medicine	PGY2	2015	1	2	0	0	7	0	2	0	100	0	7	NA	28.6	NA	1	0	0	-1	0	5	0	2	0	100	0	5	NA	28.6	NA	0	0	0	-100	NA	250	NA	Inf	NA	Inf	NA	250	NA	Inf	NA	0	0	2	2	PGY2	2	100	Exclusive	PGY2 Exclusive
Preventive Medicine	PGY2	2016	1	2	0	0	6	0	2	0	100	0	6	NA	33.3	NA	1	0	0	0	0	-1	0	0	0	0	0	-1	NA	4.699999999999996	NA	0	0	0	NA	NA	-14.3	NA	0	NA	0	NA	-14.3	NA	16.4	NA	0	1	2	3	PGY2	1	66.7	Mixed	PGY2 Mixed
Psychiatry	PGY2	2012	2	3	2	6	7	0	0	0	0	6	7	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	3	PGY2	3	100	Exclusive	PGY2 Exclusive
Psychiatry	PGY2	2013	2	2	0	2	12	1	2	50	100	2	12	50	16.7	1	1	0	-1	-2	-4	5	1	2	50	100	-4	5	50	16.7	0	0	0	-33.3	-100	-66.7	71.4	Inf	Inf	Inf	Inf	-66.7	71.4	Inf	Inf	0	0	0	2	2	PGY2	2	100	Exclusive	PGY2 Exclusive
Psychiatry	PGY2	2014	2	2	1	3	6	0	1	0	50	3	6	0	16.7	1	1	0	0	1	1	-6	-1	-1	-50	-50	1	-6	-50	0	0	0	0	0	Inf	50	-50	-100	-50	-100	-50	50	-50	-100	0	0	0	0	2	2	PGY2	2	100	Exclusive	PGY2 Exclusive
Psychiatry	PGY2	2015	1	1	1	3	5	0	0	0	0	3	5	0	0	1	1	-1	-1	0	0	-1	0	-1	0	-50	0	-1	0	-16.7	0	0	-50	-50	0	0	-16.7	NA	-100	NA	-100	0	-16.7	NA	-100	0	0	0	1	1	PGY2	1	100	Exclusive	PGY2 Exclusive
Psychiatry	PGY2	2016	1	1	0	4	5	1	1	100	100	4	5	25	20	1	1	0	0	-1	1	0	1	1	100	100	1	0	25	20	0	0	0	0	-100	33.3	0	Inf	Inf	Inf	Inf	33.3	0	Inf	Inf	0	0	0	1	1	PGY2	1	100	Exclusive	PGY2 Exclusive
Psychiatry (Categorical)	PGY1	2012	189	1118	22	680	2008	616	1080	55.1	96.6	5784	10942	90.6	53.8	8.5	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1118	0	1118	PGY1	1118	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2013	231	1360	22	749	2348	681	1330	50.1	97.8	6272	12628	90.9	56.6	8.4	5.4	42	242	0	69	340	65	250	-5	1.2000000000000028	488	1686	0.30000000000001137	2.8000000000000043	-0.09999999999999964	0	22.2	21.6	0	10.1	16.9	10.6	23.1	-9.1	1.2	8.4	15.4	0.3	5.2	-1.2	0	1360	0	1360	PGY1	1360	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2014	203	1322	14	751	2363	685	1291	51.8	97.7	7001	13496	91.2	54.6	9.3	5.7	-28	-38	-8	2	15	4	-39	1.6999999999999957	-0.09999999999999432	729	868	0.29999999999999716	-2	0.9000000000000004	0.2999999999999998	-12.1	-2.8	-36.4	0.3	0.6	0.6	-2.9	3.4	-0.1	11.6	6.9	0.3	-3.5	10.7	5.6	1322	0	1322	PGY1	1322	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2015	211	1353	8	881	2445	774	1339	57.2	99	7974	14592	87.9	54.8	9.1	6	8	31	-6	130	82	89	48	5.400000000000006	1.2999999999999972	973	1096	-3.299999999999997	0.19999999999999574	-0.20000000000000107	0.2999999999999998	3.9	2.3	-42.9	17.3	3.5	13	3.7	10.4	1.3	13.9	8.1	-3.6	0.4	-2.2	5.3	1353	0	1353	PGY1	1353	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2016	220	1384	7	1007	2588	850	1373	61.4	99.2	9042	15517	84.4	53.1	9	6	9	31	-1	126	143	76	34	4.199999999999996	0.20000000000000284	1068	925	-3.5	-1.6999999999999957	-0.09999999999999964	0	4.3	2.3	-12.5	14.3	5.8	9.8	2.5	7.3	0.2	13.4	6.3	-4	-3.1	-1.1	0	1384	0	1384	PGY1	1384	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2017	236	1495	3	1067	2614	923	1491	61.7	99.7	10159	16724	86.5	57	9.5	6.4	16	111	-4	60	26	73	118	0.30000000000000426	0.5	1117	1207	2.0999999999999943	3.8999999999999986	0.5	0.40000000000000036	7.3	8	-57.1	6	1	8.6	8.6	0.5	0.5	12.4	7.8	2.5	7.3	5.6	6.7	1495	0	1495	PGY1	1495	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2018	256	1556	7	1236	2739	982	1540	63.1	99	11428	17832	79.4	56.2	9.2	6.5	20	61	4	169	125	59	49	1.3999999999999986	-0.7000000000000028	1269	1108	-7.099999999999994	-0.7999999999999972	-0.3000000000000007	0.09999999999999964	8.5	4.1	133.3	15.8	4.8	6.4	3.3	2.3	-0.7	12.5	6.6	-8.2	-1.4	-3.2	1.6	1556	0	1556	PGY1	1556	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2019	298	1740	13	1257	2767	1054	1720	60.6	98.9	12666	20430	83.9	62.2	10.1	7.4	42	184	6	21	28	72	180	-2.5	-0.09999999999999432	1238	2598	4.5	6	0.9000000000000004	0.9000000000000004	16.4	11.8	85.7	1.7	1	7.3	11.7	-4	-0.1	10.8	14.6	5.7	10.7	9.8	13.8	1740	0	1740	PGY1	1740	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2020	310	1858	12	1314	2798	1138	1838	61.2	98.9	13689	21070	86.6	65.7	10.4	7.5	12	118	-1	57	31	84	118	0.6000000000000014	0	1023	640	2.6999999999999886	3.5	0.3000000000000007	0.09999999999999964	4	6.8	-7.7	4.5	1.1	8	6.9	1	0	8.1	3.1	3.2	5.6	3	1.4	1858	0	1858	PGY1	1858	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2021	317	1907	1	1415	2948	1205	1904	63.2	99.8	15392	23284	85.2	64.6	10.9	7.9	7	49	-11	101	150	67	66	2	0.8999999999999915	1703	2214	-1.3999999999999915	-1.1000000000000085	0.5	0.40000000000000036	2.3	2.6	-91.7	7.7	5.4	5.9	3.6	3.3	0.9	12.4	10.5	-1.6	-1.7	4.8	5.3	1907	0	1907	PGY1	1907	100	Exclusive	PGY1 Exclusive
Psychiatry (Categorical)	PGY1	2022	352	2047	11	1437	2908	1253	2030	61.2	99.2	16232	24942	87.2	69.8	11.3	8.6	35	140	10	22	-40	48	126	-2	-0.5999999999999943	840	1658	2	5.200000000000003	0.40000000000000036	0.6999999999999993	11	7.3	1000	1.6	-1.4	4	6.6	-3.2	-0.6	5.5	7.1	2.3	8	3.7	8.9	2047	0	2047	PGY1	2047	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2012	6	10	1	24	30	8	8	80	80	52	61	33.3	26.7	2.2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2013	6	11	0	26	32	11	11	100	100	85	93	42.3	34.4	3.3	2.9	0	1	-1	2	2	3	3	20	20	33	32	9	7.699999999999999	1.0999999999999996	0.8999999999999999	0	10	-100	8.3	6.7	37.5	37.5	25	25	63.5	52.5	27	28.8	50	45	11	0	11	PGY1	11	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2014	6	10	0	28	43	8	10	80	100	72	101	28.6	23.3	2.6	2.3	0	-1	0	2	11	-3	-1	-20	0	-13	8	-13.699999999999996	-11.099999999999998	-0.6999999999999997	-0.6000000000000001	0	-9.1	NA	7.7	34.4	-27.3	-9.1	-20	0	-15.3	8.6	-32.4	-32.3	-21.2	-20.7	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2015	6	10	0	30	34	10	10	100	100	81	90	33.3	29.4	2.7	2.6	0	0	0	2	-9	2	0	20	0	9	-11	4.699999999999996	6.099999999999998	0.10000000000000009	0.30000000000000027	0	0	NA	7.1	-20.9	25	0	25	0	12.5	-10.9	16.4	26.2	3.8	13	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2016	6	10	0	34	42	9	10	90	100	89	104	26.5	23.8	2.6	2.5	0	0	0	4	8	-1	0	-10	0	8	14	-6.799999999999997	-5.599999999999998	-0.10000000000000009	-0.10000000000000009	0	0	NA	13.3	23.5	-10	0	-10	0	9.9	15.6	-20.4	-19	-3.7	-3.8	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2017	6	10	0	38	47	8	10	80	100	91	111	21.1	21.3	2.4	2.4	0	0	0	4	5	-1	0	-10	0	2	7	-5.399999999999999	-2.5	-0.20000000000000018	-0.10000000000000009	0	0	NA	11.8	11.9	-11.1	0	-11.1	0	2.2	6.7	-20.4	-10.5	-7.7	-4	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2018	7	12	0	42	63	12	12	100	100	107	143	28.6	19	2.5	2.3	1	2	0	4	16	4	2	20	0	16	32	7.5	-2.3000000000000007	0.10000000000000009	-0.10000000000000009	16.7	20	NA	10.5	34	50	20	25	0	17.6	28.8	35.5	-10.8	4.2	-4.2	12	0	12	PGY1	12	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2019	7	12	0	43	55	12	12	100	100	132	152	27.9	21.8	3.1	2.8	0	0	0	1	-8	0	0	0	0	25	9	-0.7000000000000028	2.8000000000000007	0.6000000000000001	0.5	0	0	NA	2.4	-12.7	0	0	0	0	23.4	6.3	-2.4	14.7	24	21.7	12	0	12	PGY1	12	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2020	7	12	0	47	63	10	12	83.3	100	144	161	21.3	19	3.1	2.6	0	0	0	4	8	-2	0	-16.700000000000003	0	12	9	-6.599999999999998	-2.8000000000000007	0	-0.19999999999999973	0	0	NA	9.3	14.5	-16.7	0	-16.7	0	9.1	5.9	-23.7	-12.8	0	-7.1	12	0	12	PGY1	12	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2021	7	12	0	50	63	11	12	91.7	100	130	150	22	19	2.6	2.4	0	0	0	3	0	1	0	8.400000000000006	0	-14	-11	0.6999999999999993	0	-0.5	-0.20000000000000018	0	0	NA	6.4	0	10	0	10.1	0	-9.7	-6.8	3.3	0	-16.1	-7.7	12	0	12	PGY1	12	100	Exclusive	PGY1 Exclusive
Psychiatry-Family Medicine	PGY1	2022	6	10	0	44	59	10	10	100	100	109	131	22.7	16.9	2.5	2.2	-1	-2	0	-6	-4	-1	-2	8.299999999999997	0	-21	-19	0.6999999999999993	-2.1000000000000014	-0.10000000000000009	-0.19999999999999973	-14.3	-16.7	NA	-12	-6.3	-9.1	-16.7	9.1	0	-16.2	-12.7	3.2	-11.1	-3.8	-8.3	10	0	10	PGY1	10	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2012	2	2	1	7	9	1	1	50	50	9	11	14.3	11.1	1.3	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2013	2	2	0	2	6	2	2	100	100	4	9	100	33.3	2	1.5	0	0	-1	-5	-3	1	1	50	50	-5	-2	85.7	22.199999999999996	0.7	0.30000000000000004	0	0	-100	-71.4	-33.3	100	100	100	100	-55.6	-18.2	599.3	200	53.8	25	2	1	3	PGY1	1	66.7	Mixed	PGY1 Mixed
Psychiatry-Neurology	PGY1	2014	3	4	0	15	18	4	4	100	100	19	23	26.7	22.2	1.3	1.3	1	2	0	13	12	2	2	0	0	15	14	-73.3	-11.099999999999998	-0.7	-0.19999999999999996	50	100	NA	650	200	100	100	0	0	375	155.6	-73.3	-33.3	-35	-13.3	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2015	2	3	1	5	12	0	2	0	66.7	5	14	0	16.7	1	1.2	-1	-1	1	-10	-6	-4	-2	-100	-33.3	-14	-9	-26.7	-5.5	-0.30000000000000004	-0.10000000000000009	-33.3	-25	Inf	-66.7	-33.3	-100	-50	-100	-33.3	-73.7	-39.1	-100	-24.8	-23.1	-7.7	3	1	4	PGY1	2	75	Mixed	PGY1 Mixed
Psychiatry-Neurology	PGY1	2016	2	3	0	8	15	3	3	100	100	10	17	37.5	20	1.2	1.1	0	0	-1	3	3	3	1	100	33.3	5	3	37.5	3.3000000000000007	0.19999999999999996	-0.09999999999999987	0	0	-100	60	25	Inf	50	Inf	49.9	100	21.4	Inf	19.8	20	-8.3	3	0	3	PGY1	3	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2017	4	6	2	13	15	3	3	50	50	22	25	23.1	20	1.7	1.7	2	3	2	5	0	0	0	-50	-50	12	8	-14.399999999999999	0	0.5	0.5999999999999999	100	100	Inf	62.5	0	0	0	-50	-50	120	47.1	-38.4	0	41.7	54.5	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2018	4	4	1	10	16	3	3	75	75	14	23	30	18.8	1.4	1.4	0	-2	-1	-3	1	0	0	25	25	-8	-2	6.899999999999999	-1.1999999999999993	-0.30000000000000004	-0.30000000000000004	0	-33.3	-50	-23.1	6.7	0	0	50	50	-36.4	-8	29.9	-6	-17.6	-17.6	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2019	4	4	1	8	14	3	3	75	75	11	20	37.5	21.4	1.4	1.4	0	0	0	-2	-2	0	0	0	0	-3	-3	7.5	2.599999999999998	0	0	0	0	0	-20	-12.5	0	0	0	0	-21.4	-13	25	13.8	0	0	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2020	3	2	0	10	13	2	2	100	100	16	23	20	15.4	1.6	1.8	-1	-2	-1	2	-1	-1	-1	25	25	5	3	-17.5	-5.999999999999998	0.20000000000000018	0.40000000000000013	-25	-50	-100	25	-7.1	-33.3	-33.3	33.3	33.3	45.5	15	-46.7	-28	14.3	28.6	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2021	4	4	0	13	17	1	4	25	100	29	38	7.7	23.5	2.2	2.2	1	2	0	3	4	-1	2	-75	0	13	15	-12.3	8.1	0.6000000000000001	0.40000000000000013	33.3	100	NA	30	30.8	-50	100	-75	0	81.2	65.2	-61.5	52.6	37.5	22.2	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY1	2022	4	4	1	16	25	2	3	50	75	29	44	12.5	12	1.8	1.8	0	0	1	3	8	1	-1	25	-25	0	6	4.8	-11.5	-0.40000000000000013	-0.40000000000000013	0	0	Inf	23.1	47.1	100	-25	100	-25	0	15.8	62.3	-48.9	-18.2	-18.2	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY2	2012	1	0	0	3	3	0	0	0	0	3	3	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	PGY1	2	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY2	2013	1	1	0	2	3	0	1	0	100	2	3	0	33.3	1	1	0	1	0	-1	0	0	1	0	100	-1	0	0	33.3	0	0	0	Inf	NA	-33.3	0	NA	Inf	NA	Inf	-33.3	0	NA	Inf	0	0	2	1	3	PGY1	1	66.7	Mixed	PGY1 Mixed
Psychiatry-Neurology	PGY2	2014	1	0	0	9	9	0	0	0	0	9	9	0	0	1	1	0	-1	0	7	6	0	-1	0	-100	7	6	0	-33.3	0	0	0	-100	NA	350	200	NA	-100	NA	-100	350	200	NA	-100	0	0	4	0	4	PGY1	4	100	Exclusive	PGY1 Exclusive
Psychiatry-Neurology	PGY2	2015	1	1	0	4	5	1	1	100	100	4	5	25	20	1	1	0	1	0	-5	-4	1	1	100	100	-5	-4	25	20	0	0	0	Inf	NA	-55.6	-44.4	Inf	Inf	Inf	Inf	-55.6	-44.4	Inf	Inf	0	0	3	1	4	PGY1	2	75	Mixed	PGY1 Mixed
Radiation Oncology	PGY1	2012	7	15	0	130	135	15	15	100	100	207	213	11.5	11.1	1.6	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	156	171	PGY2	141	91.2	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2013	13	23	0	114	135	17	23	73.9	100	205	229	14.9	17	1.8	1.7	6	8	0	-16	0	2	8	-26.099999999999994	0	-2	16	3.4000000000000004	5.9	0.19999999999999996	0.09999999999999987	85.7	53.3	NA	-12.3	0	13.3	53.3	-26.1	0	-1	7.5	29.6	53.2	12.5	6.2	23	160	183	PGY2	137	87.4	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2014	9	18	0	126	132	18	18	100	100	228	236	14.3	13.6	1.8	1.8	-4	-5	0	12	-3	1	-5	26.099999999999994	0	23	7	-0.5999999999999996	-3.4000000000000004	0	0.10000000000000009	-30.8	-21.7	NA	10.5	-2.2	5.9	-21.7	35.3	0	11.2	3.1	-4	-20	0	5.9	18	161	179	PGY2	143	89.9	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2015	9	17	2	109	119	14	15	82.4	88.2	173	187	12.8	12.6	1.6	1.6	0	-1	2	-17	-13	-4	-3	-17.599999999999994	-11.799999999999997	-55	-49	-1.5	-1	-0.19999999999999996	-0.19999999999999996	0	-5.6	Inf	-13.5	-9.8	-22.2	-16.7	-17.6	-11.8	-24.1	-20.8	-10.5	-7.4	-11.1	-11.1	17	176	193	PGY2	159	91.2	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2016	8	15	0	124	141	14	15	93.3	100	202	228	11.3	10.6	1.6	1.6	-1	-2	-2	15	22	0	0	10.899999999999991	11.799999999999997	29	41	-1.5	-2	0	0	-11.1	-11.8	-100	13.8	18.5	0	0	13.2	13.4	16.8	21.9	-11.7	-15.9	0	0	15	168	183	PGY2	153	91.8	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2017	8	16	0	135	146	16	16	100	100	223	236	11.9	11	1.7	1.6	0	1	0	11	5	2	1	6.700000000000003	0	21	8	0.5999999999999996	0.40000000000000036	0.09999999999999987	0	0	6.7	NA	8.9	3.5	14.3	6.7	7.2	0	10.4	3.5	5.3	3.8	6.2	0	16	177	193	PGY2	161	91.7	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2018	8	16	1	132	136	15	15	93.8	93.8	216	221	11.4	11	1.6	1.6	0	0	1	-3	-10	-1	-1	-6.200000000000003	-6.200000000000003	-7	-15	-0.5	0	-0.09999999999999987	0	0	0	Inf	-2.2	-6.8	-6.2	-6.2	-6.2	-6.2	-3.1	-6.4	-4.2	0	-5.9	0	16	177	193	PGY2	161	91.7	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2019	6	15	1	115	124	13	14	86.7	93.3	164	174	11.3	11.3	1.4	1.4	-2	-1	0	-17	-12	-2	-1	-7.099999999999994	-0.5	-52	-47	-0.09999999999999964	0.3000000000000007	-0.20000000000000018	-0.20000000000000018	-25	-6.2	0	-12.9	-8.8	-13.3	-6.7	-7.6	-0.5	-24.1	-21.3	-0.9	2.7	-12.5	-12.5	15	192	207	PGY2	177	92.8	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2020	6	14	1	96	119	8	11	57.1	78.6	143	180	8.3	9.2	1.5	1.5	0	-1	0	-19	-5	-5	-3	-29.6	-14.700000000000003	-21	6	-3	-2.1000000000000014	0.10000000000000009	0.10000000000000009	0	-6.7	0	-16.5	-4	-38.5	-21.4	-34.1	-15.8	-12.8	3.4	-26.5	-18.6	7.1	7.1	14	175	189	PGY2	161	92.6	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2021	7	15	1	89	124	7	12	46.7	80	168	225	7.9	9.7	1.9	1.8	1	1	0	-7	5	-1	1	-10.399999999999999	1.4000000000000057	25	45	-0.40000000000000036	0.5	0.3999999999999999	0.30000000000000004	16.7	7.1	0	-7.3	4.2	-12.5	9.1	-18.2	1.8	17.5	25	-4.8	5.4	26.7	20	15	173	188	PGY2	158	92	Predominant	PGY2 Predominant
Radiation Oncology	PGY1	2022	5	10	1	82	108	7	9	70	90	114	161	8.5	8.3	1.4	1.5	-2	-5	0	-7	-16	0	-3	23.299999999999997	10	-54	-64	0.5999999999999996	-1.3999999999999986	-0.5	-0.30000000000000004	-28.6	-33.3	0	-7.9	-12.9	0	-25	49.9	12.5	-32.1	-28.4	7.6	-14.4	-26.3	-16.7	10	166	176	PGY2	156	94.3	Predominant	PGY2 Predominant
Radiation Oncology	PGY2	2012	78	156	1	222	257	153	155	98.1	99.4	1828	1919	68.9	60.3	8.2	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	156	171	PGY2	141	91.2	Predominant	PGY2 Predominant
